"","pollName","sampleSize","poll_id","candidate","percentage","start_day","end_day"
"30","BVA",2161,"2012_1_3","Dupont Aignan",2,2012-04-18,2012-04-19
"31","BVA",2161,"2012_1_3","Le Pen",14,2012-04-18,2012-04-19
"32","BVA",2161,"2012_1_3","Cheminade",0,2012-04-18,2012-04-19
"33","CSA",1005,"2012_1_4","Arthaud",1,2012-04-18,2012-04-19
"34","CSA",1005,"2012_1_4","Poutou",1.5,2012-04-18,2012-04-19
"35","CSA",1005,"2012_1_4","Melenchon",14.5,2012-04-18,2012-04-19
"36","CSA",1005,"2012_1_4","Hollande",28,2012-04-18,2012-04-19
"37","CSA",1005,"2012_1_4","Joly",2,2012-04-18,2012-04-19
"38","CSA",1005,"2012_1_4","Bayrou",10.5,2012-04-18,2012-04-19
"39","CSA",1005,"2012_1_4","Sarkozy",25,2012-04-18,2012-04-19
"40","CSA",1005,"2012_1_4","Dupont Aignan",1.5,2012-04-18,2012-04-19
"41","CSA",1005,"2012_1_4","Le Pen",16,2012-04-18,2012-04-19
"42","CSA",1005,"2012_1_4","Cheminade",0,2012-04-18,2012-04-19
"43","Harris Interactive",1068,"2012_1_5","Arthaud",0.5,2012-04-18,2012-04-19
"44","Harris Interactive",1068,"2012_1_5","Poutou",1.5,2012-04-18,2012-04-19
"45","Harris Interactive",1068,"2012_1_5","Melenchon",12,2012-04-18,2012-04-19
"46","Harris Interactive",1068,"2012_1_5","Hollande",27.5,2012-04-18,2012-04-19
"47","Harris Interactive",1068,"2012_1_5","Joly",3,2012-04-18,2012-04-19
"48","Harris Interactive",1068,"2012_1_5","Bayrou",11,2012-04-18,2012-04-19
"49","Harris Interactive",1068,"2012_1_5","Sarkozy",26.5,2012-04-18,2012-04-19
"50","Harris Interactive",1068,"2012_1_5","Dupont Aignan",2,2012-04-18,2012-04-19
"51","Harris Interactive",1068,"2012_1_5","Le Pen",16,2012-04-18,2012-04-19
"52","Harris Interactive",1068,"2012_1_5","Cheminade",0,2012-04-18,2012-04-19
"53","Ipsos",1021,"2012_1_6","_Abstention",17,2012-04-18,2012-04-19
"54","Ipsos",1021,"2012_1_6","Arthaud",0,2012-04-18,2012-04-19
"55","Ipsos",1021,"2012_1_6","Poutou",1.5,2012-04-18,2012-04-19
"56","Ipsos",1021,"2012_1_6","Melenchon",14,2012-04-18,2012-04-19
"57","Ipsos",1021,"2012_1_6","Hollande",29,2012-04-18,2012-04-19
"58","Ipsos",1021,"2012_1_6","Joly",2,2012-04-18,2012-04-19
"59","Ipsos",1021,"2012_1_6","Bayrou",10,2012-04-18,2012-04-19
"60","Ipsos",1021,"2012_1_6","Sarkozy",25.5,2012-04-18,2012-04-19
"61","Ipsos",1021,"2012_1_6","Dupont Aignan",1.5,2012-04-18,2012-04-19
"62","Ipsos",1021,"2012_1_6","Le Pen",16,2012-04-18,2012-04-19
"63","Ipsos",1021,"2012_1_6","Cheminade",0.5,2012-04-18,2012-04-19
"64","TNS Sofres",1000,"2012_1_7","_Abstention",22,2012-04-18,2012-04-19
"65","TNS Sofres",1000,"2012_1_7","Arthaud",0,2012-04-18,2012-04-19
"66","TNS Sofres",1000,"2012_1_7","Poutou",1,2012-04-18,2012-04-19
"67","TNS Sofres",1000,"2012_1_7","Melenchon",13,2012-04-18,2012-04-19
"68","TNS Sofres",1000,"2012_1_7","Hollande",27,2012-04-18,2012-04-19
"69","TNS Sofres",1000,"2012_1_7","Joly",3,2012-04-18,2012-04-19
"70","TNS Sofres",1000,"2012_1_7","Bayrou",10,2012-04-18,2012-04-19
"71","TNS Sofres",1000,"2012_1_7","Sarkozy",27,2012-04-18,2012-04-19
"72","TNS Sofres",1000,"2012_1_7","Dupont Aignan",2,2012-04-18,2012-04-19
"73","TNS Sofres",1000,"2012_1_7","Le Pen",17,2012-04-18,2012-04-19
"74","TNS Sofres",1000,"2012_1_7","Cheminade",0,2012-04-18,2012-04-19
"75","Ifop-Fiducial",2588,"2012_1_8","Arthaud",0.5,2012-04-16,2012-04-19
"76","Ifop-Fiducial",2588,"2012_1_8","Poutou",1,2012-04-16,2012-04-19
"77","Ifop-Fiducial",2588,"2012_1_8","Melenchon",13.5,2012-04-16,2012-04-19
"78","Ifop-Fiducial",2588,"2012_1_8","Hollande",26,2012-04-16,2012-04-19
"79","Ifop-Fiducial",2588,"2012_1_8","Joly",2.5,2012-04-16,2012-04-19
"80","Ifop-Fiducial",2588,"2012_1_8","Bayrou",11,2012-04-16,2012-04-19
"81","Ifop-Fiducial",2588,"2012_1_8","Sarkozy",28,2012-04-16,2012-04-19
"82","Ifop-Fiducial",2588,"2012_1_8","Dupont Aignan",1.5,2012-04-16,2012-04-19
"83","Ifop-Fiducial",2588,"2012_1_8","Le Pen",16,2012-04-16,2012-04-19
"84","Ifop-Fiducial",2588,"2012_1_8","Cheminade",0,2012-04-16,2012-04-19
"85","LH2",956,"2012_1_9","Arthaud",1,2012-04-17,2012-04-18
"86","LH2",956,"2012_1_9","Poutou",1,2012-04-17,2012-04-18
"87","LH2",956,"2012_1_9","Melenchon",15,2012-04-17,2012-04-18
"88","LH2",956,"2012_1_9","Hollande",27,2012-04-17,2012-04-18
"89","LH2",956,"2012_1_9","Joly",2.5,2012-04-17,2012-04-18
"90","LH2",956,"2012_1_9","Bayrou",10,2012-04-17,2012-04-18
"91","LH2",956,"2012_1_9","Sarkozy",26.5,2012-04-17,2012-04-18
"92","LH2",956,"2012_1_9","Dupont Aignan",1.5,2012-04-17,2012-04-18
"93","LH2",956,"2012_1_9","Le Pen",15.5,2012-04-17,2012-04-18
"94","LH2",956,"2012_1_9","Cheminade",0,2012-04-17,2012-04-18
"95","Ifop-Fiducial",2552,"2012_1_10","Arthaud",0.5,2012-04-14,2012-04-18
"96","Ifop-Fiducial",2552,"2012_1_10","Poutou",1,2012-04-14,2012-04-18
"97","Ifop-Fiducial",2552,"2012_1_10","Melenchon",13.5,2012-04-14,2012-04-18
"98","Ifop-Fiducial",2552,"2012_1_10","Hollande",26,2012-04-14,2012-04-18
"99","Ifop-Fiducial",2552,"2012_1_10","Joly",3,2012-04-14,2012-04-18
"100","Ifop-Fiducial",2552,"2012_1_10","Bayrou",11,2012-04-14,2012-04-18
"101","Ifop-Fiducial",2552,"2012_1_10","Sarkozy",27.5,2012-04-14,2012-04-18
"102","Ifop-Fiducial",2552,"2012_1_10","Dupont Aignan",1.5,2012-04-14,2012-04-18
"103","Ifop-Fiducial",2552,"2012_1_10","Le Pen",16,2012-04-14,2012-04-18
"104","Ifop-Fiducial",2552,"2012_1_10","Cheminade",0,2012-04-14,2012-04-18
"105","BVA",1161,"2012_1_11","Arthaud",0,2012-04-16,2012-04-17
"106","BVA",1161,"2012_1_11","Poutou",1,2012-04-16,2012-04-17
"107","BVA",1161,"2012_1_11","Melenchon",13,2012-04-16,2012-04-17
"108","BVA",1161,"2012_1_11","Hollande",29.5,2012-04-16,2012-04-17
"109","BVA",1161,"2012_1_11","Joly",2,2012-04-16,2012-04-17
"110","BVA",1161,"2012_1_11","Bayrou",12,2012-04-16,2012-04-17
"111","BVA",1161,"2012_1_11","Sarkozy",27.5,2012-04-16,2012-04-17
"112","BVA",1161,"2012_1_11","Dupont Aignan",1,2012-04-16,2012-04-17
"113","BVA",1161,"2012_1_11","Le Pen",14,2012-04-16,2012-04-17
"114","BVA",1161,"2012_1_11","Cheminade",0,2012-04-16,2012-04-17
"115","CSA",886,"2012_1_12","Arthaud",0.5,2012-04-16,2012-04-17
"116","CSA",886,"2012_1_12","Poutou",1,2012-04-16,2012-04-17
"117","CSA",886,"2012_1_12","Melenchon",15,2012-04-16,2012-04-17
"118","CSA",886,"2012_1_12","Hollande",29,2012-04-16,2012-04-17
"119","CSA",886,"2012_1_12","Joly",2,2012-04-16,2012-04-17
"120","CSA",886,"2012_1_12","Bayrou",10,2012-04-16,2012-04-17
"121","CSA",886,"2012_1_12","Sarkozy",24,2012-04-16,2012-04-17
"122","CSA",886,"2012_1_12","Dupont Aignan",1.5,2012-04-16,2012-04-17
"123","CSA",886,"2012_1_12","Le Pen",17,2012-04-16,2012-04-17
"124","CSA",886,"2012_1_12","Cheminade",0,2012-04-16,2012-04-17
"125","OpinionWay",1002,"2012_1_13","_Abstention",26,2012-04-16,2012-04-17
"126","OpinionWay",1002,"2012_1_13","Arthaud",0.5,2012-04-16,2012-04-17
"127","OpinionWay",1002,"2012_1_13","Poutou",2,2012-04-16,2012-04-17
"128","OpinionWay",1002,"2012_1_13","Melenchon",13,2012-04-16,2012-04-17
"129","OpinionWay",1002,"2012_1_13","Hollande",27.5,2012-04-16,2012-04-17
"130","OpinionWay",1002,"2012_1_13","Joly",2,2012-04-16,2012-04-17
"131","OpinionWay",1002,"2012_1_13","Bayrou",10,2012-04-16,2012-04-17
"132","OpinionWay",1002,"2012_1_13","Sarkozy",27.5,2012-04-16,2012-04-17
"133","OpinionWay",1002,"2012_1_13","Dupont Aignan",1.5,2012-04-16,2012-04-17
"134","OpinionWay",1002,"2012_1_13","Le Pen",16,2012-04-16,2012-04-17
"135","OpinionWay",1002,"2012_1_13","Cheminade",0,2012-04-16,2012-04-17
"136","Ifop-Fiducial",1709,"2012_1_14","Arthaud",0.5,2012-04-14,2012-04-17
"137","Ifop-Fiducial",1709,"2012_1_14","Poutou",1,2012-04-14,2012-04-17
"138","Ifop-Fiducial",1709,"2012_1_14","Melenchon",13.5,2012-04-14,2012-04-17
"139","Ifop-Fiducial",1709,"2012_1_14","Hollande",26.5,2012-04-14,2012-04-17
"140","Ifop-Fiducial",1709,"2012_1_14","Joly",3,2012-04-14,2012-04-17
"141","Ifop-Fiducial",1709,"2012_1_14","Bayrou",10.5,2012-04-14,2012-04-17
"142","Ifop-Fiducial",1709,"2012_1_14","Sarkozy",27.5,2012-04-14,2012-04-17
"143","Ifop-Fiducial",1709,"2012_1_14","Dupont Aignan",1.5,2012-04-14,2012-04-17
"144","Ifop-Fiducial",1709,"2012_1_14","Le Pen",16,2012-04-14,2012-04-17
"145","Ifop-Fiducial",1709,"2012_1_14","Cheminade",0,2012-04-14,2012-04-17
"146","Harris Interactive",991,"2012_1_15","Arthaud",0.5,2012-04-12,2012-04-16
"147","Harris Interactive",991,"2012_1_15","Poutou",1,2012-04-12,2012-04-16
"148","Harris Interactive",991,"2012_1_15","Melenchon",12,2012-04-12,2012-04-16
"149","Harris Interactive",991,"2012_1_15","Hollande",27,2012-04-12,2012-04-16
"150","Harris Interactive",991,"2012_1_15","Joly",2,2012-04-12,2012-04-16
"151","Harris Interactive",991,"2012_1_15","Bayrou",11,2012-04-12,2012-04-16
"152","Harris Interactive",991,"2012_1_15","Sarkozy",28,2012-04-12,2012-04-16
"153","Harris Interactive",991,"2012_1_15","Dupont Aignan",1.5,2012-04-12,2012-04-16
"154","Harris Interactive",991,"2012_1_15","Le Pen",17,2012-04-12,2012-04-16
"155","Harris Interactive",991,"2012_1_15","Cheminade",0,2012-04-12,2012-04-16
"156","Ifop-Fiducial*",1808,"2012_1_16","Arthaud",0.5,2012-04-12,2012-04-15
"157","Ifop-Fiducial*",1808,"2012_1_16","Poutou",1,2012-04-12,2012-04-15
"158","Ifop-Fiducial*",1808,"2012_1_16","Melenchon",14.5,2012-04-12,2012-04-15
"159","Ifop-Fiducial*",1808,"2012_1_16","Hollande",28,2012-04-12,2012-04-15
"160","Ifop-Fiducial*",1808,"2012_1_16","Joly",3,2012-04-12,2012-04-15
"161","Ifop-Fiducial*",1808,"2012_1_16","Bayrou",9.5,2012-04-12,2012-04-15
"162","Ifop-Fiducial*",1808,"2012_1_16","Sarkozy",27,2012-04-12,2012-04-15
"163","Ifop-Fiducial*",1808,"2012_1_16","Dupont Aignan",1,2012-04-12,2012-04-15
"164","Ifop-Fiducial*",1808,"2012_1_16","Le Pen",15.5,2012-04-12,2012-04-15
"165","Ifop-Fiducial*",1808,"2012_1_16","Cheminade",0,2012-04-12,2012-04-15
"166","Ifop-Fiducial",1711,"2012_1_17","Arthaud",1,2012-04-12,2012-04-15
"167","Ifop-Fiducial",1711,"2012_1_17","Poutou",1,2012-04-12,2012-04-15
"168","Ifop-Fiducial",1711,"2012_1_17","Melenchon",14,2012-04-12,2012-04-15
"169","Ifop-Fiducial",1711,"2012_1_17","Hollande",27.5,2012-04-12,2012-04-15
"170","Ifop-Fiducial",1711,"2012_1_17","Joly",2.5,2012-04-12,2012-04-15
"171","Ifop-Fiducial",1711,"2012_1_17","Bayrou",10,2012-04-12,2012-04-15
"172","Ifop-Fiducial",1711,"2012_1_17","Sarkozy",27,2012-04-12,2012-04-15
"173","Ifop-Fiducial",1711,"2012_1_17","Dupont Aignan",1,2012-04-12,2012-04-15
"174","Ifop-Fiducial",1711,"2012_1_17","Le Pen",16,2012-04-12,2012-04-15
"175","Ifop-Fiducial",1711,"2012_1_17","Cheminade",0,2012-04-12,2012-04-15
"176","Ipsos",894,"2012_1_18","_Abstention",19,2012-04-13,2012-04-14
"177","Ipsos",894,"2012_1_18","Arthaud",1,2012-04-13,2012-04-14
"178","Ipsos",894,"2012_1_18","Poutou",1,2012-04-13,2012-04-14
"179","Ipsos",894,"2012_1_18","Melenchon",14.5,2012-04-13,2012-04-14
"180","Ipsos",894,"2012_1_18","Hollande",27,2012-04-13,2012-04-14
"181","Ipsos",894,"2012_1_18","Joly",2.5,2012-04-13,2012-04-14
"182","Ipsos",894,"2012_1_18","Bayrou",10,2012-04-13,2012-04-14
"183","Ipsos",894,"2012_1_18","Sarkozy",27,2012-04-13,2012-04-14
"184","Ipsos",894,"2012_1_18","Dupont Aignan",1,2012-04-13,2012-04-14
"185","Ipsos",894,"2012_1_18","Le Pen",15.5,2012-04-13,2012-04-14
"186","Ipsos",894,"2012_1_18","Cheminade",0.5,2012-04-13,2012-04-14
"187","Ifop-Fiducial",2562,"2012_1_19","Arthaud",0.5,2012-04-10,2012-04-13
"188","Ifop-Fiducial",2562,"2012_1_19","Poutou",0.5,2012-04-10,2012-04-13
"189","Ifop-Fiducial",2562,"2012_1_19","Melenchon",13,2012-04-10,2012-04-13
"190","Ifop-Fiducial",2562,"2012_1_19","Hollande",27,2012-04-10,2012-04-13
"191","Ifop-Fiducial",2562,"2012_1_19","Joly",3,2012-04-10,2012-04-13
"192","Ifop-Fiducial",2562,"2012_1_19","Bayrou",10.5,2012-04-10,2012-04-13
"193","Ifop-Fiducial",2562,"2012_1_19","Sarkozy",28,2012-04-10,2012-04-13
"194","Ifop-Fiducial",2562,"2012_1_19","Dupont Aignan",1,2012-04-10,2012-04-13
"195","Ifop-Fiducial",2562,"2012_1_19","Le Pen",16,2012-04-10,2012-04-13
"196","Ifop-Fiducial",2562,"2012_1_19","Cheminade",0.5,2012-04-10,2012-04-13
"197","BVA",885,"2012_1_20","Arthaud",0.5,2012-04-11,2012-04-12
"198","BVA",885,"2012_1_20","Poutou",0.5,2012-04-11,2012-04-12
"199","BVA",885,"2012_1_20","Melenchon",13,2012-04-11,2012-04-12
"200","BVA",885,"2012_1_20","Hollande",30,2012-04-11,2012-04-12
"201","BVA",885,"2012_1_20","Joly",2,2012-04-11,2012-04-12
"202","BVA",885,"2012_1_20","Bayrou",11,2012-04-11,2012-04-12
"203","BVA",885,"2012_1_20","Sarkozy",27,2012-04-11,2012-04-12
"204","BVA",885,"2012_1_20","Dupont Aignan",0.5,2012-04-11,2012-04-12
"205","BVA",885,"2012_1_20","Le Pen",15,2012-04-11,2012-04-12
"206","BVA",885,"2012_1_20","Cheminade",0.5,2012-04-11,2012-04-12
"207","TNS Sofres",1000,"2012_1_21","_Abstention",26,2012-04-11,2012-04-12
"208","TNS Sofres",1000,"2012_1_21","Arthaud",1,2012-04-11,2012-04-12
"209","TNS Sofres",1000,"2012_1_21","Poutou",0.5,2012-04-11,2012-04-12
"210","TNS Sofres",1000,"2012_1_21","Melenchon",16,2012-04-11,2012-04-12
"211","TNS Sofres",1000,"2012_1_21","Hollande",28,2012-04-11,2012-04-12
"212","TNS Sofres",1000,"2012_1_21","Joly",2.5,2012-04-11,2012-04-12
"213","TNS Sofres",1000,"2012_1_21","Bayrou",9,2012-04-11,2012-04-12
"214","TNS Sofres",1000,"2012_1_21","Sarkozy",26,2012-04-11,2012-04-12
"215","TNS Sofres",1000,"2012_1_21","Dupont Aignan",1,2012-04-11,2012-04-12
"216","TNS Sofres",1000,"2012_1_21","Le Pen",16,2012-04-11,2012-04-12
"217","TNS Sofres",1000,"2012_1_21","Cheminade",0,2012-04-11,2012-04-12
"218","Ifop-Fiducial",2562,"2012_1_22","Arthaud",0.5,2012-04-09,2012-04-12
"219","Ifop-Fiducial",2562,"2012_1_22","Poutou",0,2012-04-09,2012-04-12
"220","Ifop-Fiducial",2562,"2012_1_22","Melenchon",13.5,2012-04-09,2012-04-12
"221","Ifop-Fiducial",2562,"2012_1_22","Hollande",27,2012-04-09,2012-04-12
"222","Ifop-Fiducial",2562,"2012_1_22","Joly",3,2012-04-09,2012-04-12
"223","Ifop-Fiducial",2562,"2012_1_22","Bayrou",10,2012-04-09,2012-04-12
"224","Ifop-Fiducial",2562,"2012_1_22","Sarkozy",28.5,2012-04-09,2012-04-12
"225","Ifop-Fiducial",2562,"2012_1_22","Dupont Aignan",1.5,2012-04-09,2012-04-12
"226","Ifop-Fiducial",2562,"2012_1_22","Le Pen",16,2012-04-09,2012-04-12
"227","Ifop-Fiducial",2562,"2012_1_22","Cheminade",0,2012-04-09,2012-04-12
"228","CSA",1013,"2012_1_23","Arthaud",0.5,2012-04-10,2012-04-11
"229","CSA",1013,"2012_1_23","Poutou",0.5,2012-04-10,2012-04-11
"230","CSA",1013,"2012_1_23","Melenchon",17,2012-04-10,2012-04-11
"231","CSA",1013,"2012_1_23","Hollande",27,2012-04-10,2012-04-11
"232","CSA",1013,"2012_1_23","Joly",1.5,2012-04-10,2012-04-11
"233","CSA",1013,"2012_1_23","Bayrou",11,2012-04-10,2012-04-11
"234","CSA",1013,"2012_1_23","Sarkozy",26,2012-04-10,2012-04-11
"235","CSA",1013,"2012_1_23","Dupont Aignan",1,2012-04-10,2012-04-11
"236","CSA",1013,"2012_1_23","Le Pen",15,2012-04-10,2012-04-11
"237","CSA",1013,"2012_1_23","Cheminade",0.5,2012-04-10,2012-04-11
"238","LH2",977,"2012_1_24","Arthaud",1,2012-04-10,2012-04-11
"239","LH2",977,"2012_1_24","Poutou",1,2012-04-10,2012-04-11
"240","LH2",977,"2012_1_24","Melenchon",13,2012-04-10,2012-04-11
"241","LH2",977,"2012_1_24","Hollande",29.5,2012-04-10,2012-04-11
"242","LH2",977,"2012_1_24","Joly",2.5,2012-04-10,2012-04-11
"243","LH2",977,"2012_1_24","Bayrou",10.5,2012-04-10,2012-04-11
"244","LH2",977,"2012_1_24","Sarkozy",27,2012-04-10,2012-04-11
"245","LH2",977,"2012_1_24","Dupont Aignan",1.5,2012-04-10,2012-04-11
"246","LH2",977,"2012_1_24","Le Pen",14,2012-04-10,2012-04-11
"247","LH2",977,"2012_1_24","Cheminade",0,2012-04-10,2012-04-11
"248","OpinionWay",1007,"2012_1_25","Arthaud",1,2012-04-10,2012-04-11
"249","OpinionWay",1007,"2012_1_25","Poutou",0.5,2012-04-10,2012-04-11
"250","OpinionWay",1007,"2012_1_25","Melenchon",13,2012-04-10,2012-04-11
"251","OpinionWay",1007,"2012_1_25","Hollande",27,2012-04-10,2012-04-11
"252","OpinionWay",1007,"2012_1_25","Joly",2.5,2012-04-10,2012-04-11
"253","OpinionWay",1007,"2012_1_25","Bayrou",10,2012-04-10,2012-04-11
"254","OpinionWay",1007,"2012_1_25","Sarkozy",28,2012-04-10,2012-04-11
"255","OpinionWay",1007,"2012_1_25","Dupont Aignan",2,2012-04-10,2012-04-11
"256","OpinionWay",1007,"2012_1_25","Le Pen",16,2012-04-10,2012-04-11
"257","OpinionWay",1007,"2012_1_25","Cheminade",0,2012-04-10,2012-04-11
"258","Ifop-Fiducial",2285,"2012_1_26","Arthaud",0.5,2012-04-06,2012-04-11
"259","Ifop-Fiducial",2285,"2012_1_26","Poutou",0,2012-04-06,2012-04-11
"260","Ifop-Fiducial",2285,"2012_1_26","Melenchon",14,2012-04-06,2012-04-11
"261","Ifop-Fiducial",2285,"2012_1_26","Hollande",27,2012-04-06,2012-04-11
"262","Ifop-Fiducial",2285,"2012_1_26","Joly",3,2012-04-06,2012-04-11
"263","Ifop-Fiducial",2285,"2012_1_26","Bayrou",10,2012-04-06,2012-04-11
"264","Ifop-Fiducial",2285,"2012_1_26","Sarkozy",28,2012-04-06,2012-04-11
"265","Ifop-Fiducial",2285,"2012_1_26","Dupont Aignan",1.5,2012-04-06,2012-04-11
"266","Ifop-Fiducial",2285,"2012_1_26","Le Pen",16,2012-04-06,2012-04-11
"267","Ifop-Fiducial",2285,"2012_1_26","Cheminade",0,2012-04-06,2012-04-11
"268","Ifop-Fiducial",1425,"2012_1_27","Arthaud",0.5,2012-04-06,2012-04-10
"269","Ifop-Fiducial",1425,"2012_1_27","Poutou",0,2012-04-06,2012-04-10
"270","Ifop-Fiducial",1425,"2012_1_27","Melenchon",14,2012-04-06,2012-04-10
"271","Ifop-Fiducial",1425,"2012_1_27","Hollande",27.5,2012-04-06,2012-04-10
"272","Ifop-Fiducial",1425,"2012_1_27","Joly",2.5,2012-04-06,2012-04-10
"273","Ifop-Fiducial",1425,"2012_1_27","Bayrou",9.5,2012-04-06,2012-04-10
"274","Ifop-Fiducial",1425,"2012_1_27","Sarkozy",28,2012-04-06,2012-04-10
"275","Ifop-Fiducial",1425,"2012_1_27","Dupont Aignan",1.5,2012-04-06,2012-04-10
"276","Ifop-Fiducial",1425,"2012_1_27","Le Pen",16.5,2012-04-06,2012-04-10
"277","Ifop-Fiducial",1425,"2012_1_27","Cheminade",0,2012-04-06,2012-04-10
"278","Ipsos",955,"2012_1_28","_Abstention",19,2012-04-06,2012-04-07
"279","Ipsos",955,"2012_1_28","Arthaud",0.5,2012-04-06,2012-04-07
"280","Ipsos",955,"2012_1_28","Poutou",0.5,2012-04-06,2012-04-07
"281","Ipsos",955,"2012_1_28","Melenchon",14.5,2012-04-06,2012-04-07
"282","Ipsos",955,"2012_1_28","Hollande",28.5,2012-04-06,2012-04-07
"283","Ipsos",955,"2012_1_28","Joly",1.5,2012-04-06,2012-04-07
"284","Ipsos",955,"2012_1_28","Bayrou",9.5,2012-04-06,2012-04-07
"285","Ipsos",955,"2012_1_28","Sarkozy",29,2012-04-06,2012-04-07
"286","Ipsos",955,"2012_1_28","Dupont Aignan",1,2012-04-06,2012-04-07
"287","Ipsos",955,"2012_1_28","Le Pen",15,2012-04-06,2012-04-07
"288","Ipsos",955,"2012_1_28","Cheminade",0,2012-04-06,2012-04-07
"289","Ifop-Fiducial*",1869,"2012_1_29","Arthaud",0.5,2012-04-05,2012-04-07
"290","Ifop-Fiducial*",1869,"2012_1_29","Poutou",0.5,2012-04-05,2012-04-07
"291","Ifop-Fiducial*",1869,"2012_1_29","Melenchon",14,2012-04-05,2012-04-07
"292","Ifop-Fiducial*",1869,"2012_1_29","Hollande",27,2012-04-05,2012-04-07
"293","Ifop-Fiducial*",1869,"2012_1_29","Joly",2.5,2012-04-05,2012-04-07
"294","Ifop-Fiducial*",1869,"2012_1_29","Bayrou",9.5,2012-04-05,2012-04-07
"295","Ifop-Fiducial*",1869,"2012_1_29","Sarkozy",28.5,2012-04-05,2012-04-07
"296","Ifop-Fiducial*",1869,"2012_1_29","Dupont Aignan",1,2012-04-05,2012-04-07
"297","Ifop-Fiducial*",1869,"2012_1_29","Le Pen",16.5,2012-04-05,2012-04-07
"298","Ifop-Fiducial*",1869,"2012_1_29","Cheminade",0,2012-04-05,2012-04-07
"299","Ifop-Fiducial",1002,"2012_1_30","Arthaud",0.5,2012-04-05,2012-04-07
"300","Ifop-Fiducial",1002,"2012_1_30","Poutou",0.5,2012-04-05,2012-04-07
"301","Ifop-Fiducial",1002,"2012_1_30","Melenchon",13.5,2012-04-05,2012-04-07
"302","Ifop-Fiducial",1002,"2012_1_30","Hollande",27,2012-04-05,2012-04-07
"303","Ifop-Fiducial",1002,"2012_1_30","Joly",2.5,2012-04-05,2012-04-07
"304","Ifop-Fiducial",1002,"2012_1_30","Bayrou",10,2012-04-05,2012-04-07
"305","Ifop-Fiducial",1002,"2012_1_30","Sarkozy",28,2012-04-05,2012-04-07
"306","Ifop-Fiducial",1002,"2012_1_30","Dupont Aignan",1,2012-04-05,2012-04-07
"307","Ifop-Fiducial",1002,"2012_1_30","Le Pen",17,2012-04-05,2012-04-07
"308","Ifop-Fiducial",1002,"2012_1_30","Cheminade",0,2012-04-05,2012-04-07
"309","Harris Interactive",1033,"2012_1_31","Arthaud",1,2012-04-03,2012-04-06
"310","Harris Interactive",1033,"2012_1_31","Poutou",1,2012-04-03,2012-04-06
"311","Harris Interactive",1033,"2012_1_31","Melenchon",13,2012-04-03,2012-04-06
"312","Harris Interactive",1033,"2012_1_31","Hollande",27,2012-04-03,2012-04-06
"313","Harris Interactive",1033,"2012_1_31","Joly",3,2012-04-03,2012-04-06
