"","pollName","sampleSize","poll_id","candidate","percentage","start_day","end_day"
"42","Ipsos",1598,"2007_1_4","Royal",23.5,2007-04-19,2007-04-20
"43","Ipsos",1598,"2007_1_4","Voynet",1.5,2007-04-19,2007-04-20
"44","Ipsos",1598,"2007_1_4","Nihous",2,2007-04-19,2007-04-20
"45","Ipsos",1598,"2007_1_4","Bayrou",17,2007-04-19,2007-04-20
"46","Ipsos",1598,"2007_1_4","Sarkozy",30,2007-04-19,2007-04-20
"47","Ipsos",1598,"2007_1_4","Villiers",2,2007-04-19,2007-04-20
"48","Ipsos",1598,"2007_1_4","Le Pen",13.5,2007-04-19,2007-04-20
"49","CSA",1002,"2007_1_5","Schivardi",0,2007-04-18,2007-04-19
"50","CSA",1002,"2007_1_5","Laguiller",1,2007-04-18,2007-04-19
"51","CSA",1002,"2007_1_5","Besancenot",5,2007-04-18,2007-04-19
"52","CSA",1002,"2007_1_5","Buffet",1.5,2007-04-18,2007-04-19
"53","CSA",1002,"2007_1_5","Bove",3,2007-04-18,2007-04-19
"54","CSA",1002,"2007_1_5","Royal",26,2007-04-18,2007-04-19
"55","CSA",1002,"2007_1_5","Voynet",1.5,2007-04-18,2007-04-19
"56","CSA",1002,"2007_1_5","Nihous",1,2007-04-18,2007-04-19
"57","CSA",1002,"2007_1_5","Bayrou",17,2007-04-18,2007-04-19
"58","CSA",1002,"2007_1_5","Sarkozy",27,2007-04-18,2007-04-19
"59","CSA",1002,"2007_1_5","Villiers",1,2007-04-18,2007-04-19
"60","CSA",1002,"2007_1_5","Le Pen",16,2007-04-18,2007-04-19
"61","Ipsos",1209,"2007_1_6","Schivardi",0.5,2007-04-18,2007-04-19
"62","Ipsos",1209,"2007_1_6","Laguiller",1.5,2007-04-18,2007-04-19
"63","Ipsos",1209,"2007_1_6","Besancenot",4,2007-04-18,2007-04-19
"64","Ipsos",1209,"2007_1_6","Buffet",2.5,2007-04-18,2007-04-19
"65","Ipsos",1209,"2007_1_6","Bove",1.5,2007-04-18,2007-04-19
"66","Ipsos",1209,"2007_1_6","Royal",23,2007-04-18,2007-04-19
"67","Ipsos",1209,"2007_1_6","Voynet",1.5,2007-04-18,2007-04-19
"68","Ipsos",1209,"2007_1_6","Nihous",2,2007-04-18,2007-04-19
"69","Ipsos",1209,"2007_1_6","Bayrou",18,2007-04-18,2007-04-19
"70","Ipsos",1209,"2007_1_6","Sarkozy",30,2007-04-18,2007-04-19
"71","Ipsos",1209,"2007_1_6","Villiers",2.5,2007-04-18,2007-04-19
"72","Ipsos",1209,"2007_1_6","Le Pen",13,2007-04-18,2007-04-19
"73","TNS Sofres",1000,"2007_1_7","Schivardi",0,2007-04-18,2007-04-19
"74","TNS Sofres",1000,"2007_1_7","Laguiller",1.5,2007-04-18,2007-04-19
"75","TNS Sofres",1000,"2007_1_7","Besancenot",5,2007-04-18,2007-04-19
"76","TNS Sofres",1000,"2007_1_7","Buffet",2.5,2007-04-18,2007-04-19
"77","TNS Sofres",1000,"2007_1_7","Bove",1.5,2007-04-18,2007-04-19
"78","TNS Sofres",1000,"2007_1_7","Royal",24,2007-04-18,2007-04-19
"79","TNS Sofres",1000,"2007_1_7","Voynet",1,2007-04-18,2007-04-19
"80","TNS Sofres",1000,"2007_1_7","Nihous",1.5,2007-04-18,2007-04-19
"81","TNS Sofres",1000,"2007_1_7","Bayrou",19.5,2007-04-18,2007-04-19
"82","TNS Sofres",1000,"2007_1_7","Sarkozy",28,2007-04-18,2007-04-19
"83","TNS Sofres",1000,"2007_1_7","Villiers",1.5,2007-04-18,2007-04-19
"84","TNS Sofres",1000,"2007_1_7","Le Pen",14,2007-04-18,2007-04-19
"85","Ifop-Fiducial",952,"2007_1_8","Schivardi",0.5,2007-04-17,2007-04-19
"86","Ifop-Fiducial",952,"2007_1_8","Laguiller",2,2007-04-17,2007-04-19
"87","Ifop-Fiducial",952,"2007_1_8","Besancenot",4,2007-04-17,2007-04-19
"88","Ifop-Fiducial",952,"2007_1_8","Buffet",3,2007-04-17,2007-04-19
"89","Ifop-Fiducial",952,"2007_1_8","Bove",1.5,2007-04-17,2007-04-19
"90","Ifop-Fiducial",952,"2007_1_8","Royal",22.5,2007-04-17,2007-04-19
"91","Ifop-Fiducial",952,"2007_1_8","Voynet",1.5,2007-04-17,2007-04-19
"92","Ifop-Fiducial",952,"2007_1_8","Nihous",1.5,2007-04-17,2007-04-19
"93","Ifop-Fiducial",952,"2007_1_8","Bayrou",20,2007-04-17,2007-04-19
"94","Ifop-Fiducial",952,"2007_1_8","Sarkozy",28,2007-04-17,2007-04-19
"95","Ifop-Fiducial",952,"2007_1_8","Villiers",2.5,2007-04-17,2007-04-19
"96","Ifop-Fiducial",952,"2007_1_8","Le Pen",13,2007-04-17,2007-04-19
"97","Ipsos",1212,"2007_1_9","Schivardi",0.5,2007-04-17,2007-04-18
"98","Ipsos",1212,"2007_1_9","Laguiller",1.5,2007-04-17,2007-04-18
"99","Ipsos",1212,"2007_1_9","Besancenot",3.5,2007-04-17,2007-04-18
"100","Ipsos",1212,"2007_1_9","Buffet",2.5,2007-04-17,2007-04-18
"101","Ipsos",1212,"2007_1_9","Bove",1.5,2007-04-17,2007-04-18
"102","Ipsos",1212,"2007_1_9","Royal",23.5,2007-04-17,2007-04-18
"103","Ipsos",1212,"2007_1_9","Voynet",1.5,2007-04-17,2007-04-18
"104","Ipsos",1212,"2007_1_9","Nihous",2,2007-04-17,2007-04-18
"105","Ipsos",1212,"2007_1_9","Bayrou",18.5,2007-04-17,2007-04-18
"106","Ipsos",1212,"2007_1_9","Sarkozy",30,2007-04-17,2007-04-18
"107","Ipsos",1212,"2007_1_9","Villiers",2,2007-04-17,2007-04-18
"108","Ipsos",1212,"2007_1_9","Le Pen",13,2007-04-17,2007-04-18
"109","BVA",887,"2007_1_10","Schivardi",1,2007-04-16,2007-04-17
"110","BVA",887,"2007_1_10","Laguiller",2,2007-04-16,2007-04-17
"111","BVA",887,"2007_1_10","Besancenot",5,2007-04-16,2007-04-17
"112","BVA",887,"2007_1_10","Buffet",3,2007-04-16,2007-04-17
"113","BVA",887,"2007_1_10","Bove",2,2007-04-16,2007-04-17
"114","BVA",887,"2007_1_10","Royal",25,2007-04-16,2007-04-17
"115","BVA",887,"2007_1_10","Voynet",1,2007-04-16,2007-04-17
"116","BVA",887,"2007_1_10","Nihous",1,2007-04-16,2007-04-17
"117","BVA",887,"2007_1_10","Bayrou",15,2007-04-16,2007-04-17
"118","BVA",887,"2007_1_10","Sarkozy",29,2007-04-16,2007-04-17
"119","BVA",887,"2007_1_10","Villiers",3,2007-04-16,2007-04-17
"120","BVA",887,"2007_1_10","Le Pen",13,2007-04-16,2007-04-17
"121","Ipsos",1009,"2007_1_11","Schivardi",0.5,2007-04-16,2007-04-17
"122","Ipsos",1009,"2007_1_11","Laguiller",1,2007-04-16,2007-04-17
"123","Ipsos",1009,"2007_1_11","Besancenot",3.5,2007-04-16,2007-04-17
"124","Ipsos",1009,"2007_1_11","Buffet",2.5,2007-04-16,2007-04-17
"125","Ipsos",1009,"2007_1_11","Bove",1.5,2007-04-16,2007-04-17
"126","Ipsos",1009,"2007_1_11","Royal",24.5,2007-04-16,2007-04-17
"127","Ipsos",1009,"2007_1_11","Voynet",1.5,2007-04-16,2007-04-17
"128","Ipsos",1009,"2007_1_11","Nihous",2,2007-04-16,2007-04-17
"129","Ipsos",1009,"2007_1_11","Bayrou",18.5,2007-04-16,2007-04-17
"130","Ipsos",1009,"2007_1_11","Sarkozy",29.5,2007-04-16,2007-04-17
"131","Ipsos",1009,"2007_1_11","Villiers",1.5,2007-04-16,2007-04-17
"132","Ipsos",1009,"2007_1_11","Le Pen",13.5,2007-04-16,2007-04-17
"133","TNS Sofres",1000,"2007_1_12","Schivardi",0.5,2007-04-16,2007-04-17
"134","TNS Sofres",1000,"2007_1_12","Laguiller",1.5,2007-04-16,2007-04-17
"135","TNS Sofres",1000,"2007_1_12","Besancenot",3.5,2007-04-16,2007-04-17
"136","TNS Sofres",1000,"2007_1_12","Buffet",2.5,2007-04-16,2007-04-17
"137","TNS Sofres",1000,"2007_1_12","Bove",1,2007-04-16,2007-04-17
"138","TNS Sofres",1000,"2007_1_12","Royal",25,2007-04-16,2007-04-17
"139","TNS Sofres",1000,"2007_1_12","Voynet",1.5,2007-04-16,2007-04-17
"140","TNS Sofres",1000,"2007_1_12","Nihous",1.5,2007-04-16,2007-04-17
"141","TNS Sofres",1000,"2007_1_12","Bayrou",19,2007-04-16,2007-04-17
"142","TNS Sofres",1000,"2007_1_12","Sarkozy",28.5,2007-04-16,2007-04-17
"143","TNS Sofres",1000,"2007_1_12","Villiers",1.5,2007-04-16,2007-04-17
"144","TNS Sofres",1000,"2007_1_12","Le Pen",14,2007-04-16,2007-04-17
"145","CSA",1006,"2007_1_13","Schivardi",0,2007-04-16,2007-04-16
"146","CSA",1006,"2007_1_13","Laguiller",1,2007-04-16,2007-04-16
"147","CSA",1006,"2007_1_13","Besancenot",4,2007-04-16,2007-04-16
"148","CSA",1006,"2007_1_13","Buffet",2,2007-04-16,2007-04-16
"149","CSA",1006,"2007_1_13","Bove",1.5,2007-04-16,2007-04-16
"150","CSA",1006,"2007_1_13","Royal",25,2007-04-16,2007-04-16
"151","CSA",1006,"2007_1_13","Voynet",2,2007-04-16,2007-04-16
"152","CSA",1006,"2007_1_13","Nihous",1.5,2007-04-16,2007-04-16
"153","CSA",1006,"2007_1_13","Bayrou",19,2007-04-16,2007-04-16
"154","CSA",1006,"2007_1_13","Sarkozy",27,2007-04-16,2007-04-16
"155","CSA",1006,"2007_1_13","Villiers",1.5,2007-04-16,2007-04-16
"156","CSA",1006,"2007_1_13","Le Pen",15.5,2007-04-16,2007-04-16
"157","Ifop",954,"2007_1_14","Schivardi",0.5,2007-04-14,2007-04-16
"158","Ifop",954,"2007_1_14","Laguiller",3,2007-04-14,2007-04-16
"159","Ifop",954,"2007_1_14","Besancenot",4,2007-04-14,2007-04-16
"160","Ifop",954,"2007_1_14","Buffet",3,2007-04-14,2007-04-16
"161","Ifop",954,"2007_1_14","Bove",1.5,2007-04-14,2007-04-16
"162","Ifop",954,"2007_1_14","Royal",22.5,2007-04-14,2007-04-16
"163","Ifop",954,"2007_1_14","Voynet",1.5,2007-04-14,2007-04-16
"164","Ifop",954,"2007_1_14","Nihous",2,2007-04-14,2007-04-16
"165","Ifop",954,"2007_1_14","Bayrou",19,2007-04-14,2007-04-16
"166","Ifop",954,"2007_1_14","Sarkozy",28,2007-04-14,2007-04-16
"167","Ifop",954,"2007_1_14","Villiers",2.5,2007-04-14,2007-04-16
"168","Ifop",954,"2007_1_14","Le Pen",12.5,2007-04-14,2007-04-16
"169","Ipsos",1357,"2007_1_15","Schivardi",0.5,2007-04-14,2007-04-16
"170","Ipsos",1357,"2007_1_15","Laguiller",1,2007-04-14,2007-04-16
"171","Ipsos",1357,"2007_1_15","Besancenot",3.5,2007-04-14,2007-04-16
"172","Ipsos",1357,"2007_1_15","Buffet",3,2007-04-14,2007-04-16
"173","Ipsos",1357,"2007_1_15","Bove",1.5,2007-04-14,2007-04-16
"174","Ipsos",1357,"2007_1_15","Royal",25,2007-04-14,2007-04-16
"175","Ipsos",1357,"2007_1_15","Voynet",1,2007-04-14,2007-04-16
"176","Ipsos",1357,"2007_1_15","Nihous",2,2007-04-14,2007-04-16
"177","Ipsos",1357,"2007_1_15","Bayrou",18.5,2007-04-14,2007-04-16
"178","Ipsos",1357,"2007_1_15","Sarkozy",28.5,2007-04-14,2007-04-16
"179","Ipsos",1357,"2007_1_15","Villiers",1.5,2007-04-14,2007-04-16
"180","Ipsos",1357,"2007_1_15","Le Pen",14,2007-04-14,2007-04-16
"181","LH2",1004,"2007_1_16","Schivardi",0.5,2007-04-13,2007-04-15
"182","LH2",1004,"2007_1_16","Laguiller",2.5,2007-04-13,2007-04-15
"183","LH2",1004,"2007_1_16","Besancenot",5,2007-04-13,2007-04-15
"184","LH2",1004,"2007_1_16","Buffet",2.5,2007-04-13,2007-04-15
"185","LH2",1004,"2007_1_16","Bove",1.5,2007-04-13,2007-04-15
"186","LH2",1004,"2007_1_16","Royal",23,2007-04-13,2007-04-15
"187","LH2",1004,"2007_1_16","Voynet",2,2007-04-13,2007-04-15
"188","LH2",1004,"2007_1_16","Nihous",1.5,2007-04-13,2007-04-15
"189","LH2",1004,"2007_1_16","Bayrou",19,2007-04-13,2007-04-15
"190","LH2",1004,"2007_1_16","Sarkozy",27,2007-04-13,2007-04-15
"191","LH2",1004,"2007_1_16","Villiers",1.5,2007-04-13,2007-04-15
"192","LH2",1004,"2007_1_16","Le Pen",14,2007-04-13,2007-04-15
"193","Ipsos",1355,"2007_1_17","Schivardi",0.5,2007-04-12,2007-04-14
"194","Ipsos",1355,"2007_1_17","Laguiller",1.5,2007-04-12,2007-04-14
"195","Ipsos",1355,"2007_1_17","Besancenot",3.5,2007-04-12,2007-04-14
"196","Ipsos",1355,"2007_1_17","Buffet",3,2007-04-12,2007-04-14
"197","Ipsos",1355,"2007_1_17","Bove",2,2007-04-12,2007-04-14
"198","Ipsos",1355,"2007_1_17","Royal",25,2007-04-12,2007-04-14
"199","Ipsos",1355,"2007_1_17","Voynet",1,2007-04-12,2007-04-14
"200","Ipsos",1355,"2007_1_17","Nihous",1.5,2007-04-12,2007-04-14
"201","Ipsos",1355,"2007_1_17","Bayrou",17.5,2007-04-12,2007-04-14
"202","Ipsos",1355,"2007_1_17","Sarkozy",29.5,2007-04-12,2007-04-14
"203","Ipsos",1355,"2007_1_17","Villiers",1.5,2007-04-12,2007-04-14
"204","Ipsos",1355,"2007_1_17","Le Pen",13.5,2007-04-12,2007-04-14
"205","Ifop",928,"2007_1_18","Schivardi",0.5,2007-04-12,2007-04-13
"206","Ifop",928,"2007_1_18","Laguiller",2,2007-04-12,2007-04-13
"207","Ifop",928,"2007_1_18","Besancenot",4,2007-04-12,2007-04-13
"208","Ifop",928,"2007_1_18","Buffet",3,2007-04-12,2007-04-13
"209","Ifop",928,"2007_1_18","Bove",2,2007-04-12,2007-04-13
"210","Ifop",928,"2007_1_18","Royal",24,2007-04-12,2007-04-13
"211","Ifop",928,"2007_1_18","Voynet",1,2007-04-12,2007-04-13
"212","Ifop",928,"2007_1_18","Nihous",2,2007-04-12,2007-04-13
"213","Ifop",928,"2007_1_18","Bayrou",18,2007-04-12,2007-04-13
"214","Ifop",928,"2007_1_18","Sarkozy",28.5,2007-04-12,2007-04-13
"215","Ifop",928,"2007_1_18","Villiers",2,2007-04-12,2007-04-13
"216","Ifop",928,"2007_1_18","Le Pen",13,2007-04-12,2007-04-13
"217","Ipsos",1279,"2007_1_19","Schivardi",0.5,2007-04-11,2007-04-13
"218","Ipsos",1279,"2007_1_19","Laguiller",1.5,2007-04-11,2007-04-13
"219","Ipsos",1279,"2007_1_19","Besancenot",3.5,2007-04-11,2007-04-13
"220","Ipsos",1279,"2007_1_19","Buffet",2.5,2007-04-11,2007-04-13
"221","Ipsos",1279,"2007_1_19","Bove",1.5,2007-04-11,2007-04-13
"222","Ipsos",1279,"2007_1_19","Royal",24.5,2007-04-11,2007-04-13
"223","Ipsos",1279,"2007_1_19","Voynet",1.5,2007-04-11,2007-04-13
"224","Ipsos",1279,"2007_1_19","Nihous",2,2007-04-11,2007-04-13
"225","Ipsos",1279,"2007_1_19","Bayrou",17.5,2007-04-11,2007-04-13
"226","Ipsos",1279,"2007_1_19","Sarkozy",29.5,2007-04-11,2007-04-13
"227","Ipsos",1279,"2007_1_19","Villiers",1.5,2007-04-11,2007-04-13
"228","Ipsos",1279,"2007_1_19","Le Pen",14,2007-04-11,2007-04-13
"229","CSA",918,"2007_1_20","Schivardi",0.5,2007-04-11,2007-04-12
"230","CSA",918,"2007_1_20","Laguiller",2,2007-04-11,2007-04-12
"231","CSA",918,"2007_1_20","Besancenot",4,2007-04-11,2007-04-12
"232","CSA",918,"2007_1_20","Buffet",2.5,2007-04-11,2007-04-12
"233","CSA",918,"2007_1_20","Bove",1.5,2007-04-11,2007-04-12
"234","CSA",918,"2007_1_20","Royal",23,2007-04-11,2007-04-12
"235","CSA",918,"2007_1_20","Voynet",1,2007-04-11,2007-04-12
"236","CSA",918,"2007_1_20","Nihous",2,2007-04-11,2007-04-12
"237","CSA",918,"2007_1_20","Bayrou",21,2007-04-11,2007-04-12
"238","CSA",918,"2007_1_20","Sarkozy",26,2007-04-11,2007-04-12
"239","CSA",918,"2007_1_20","Villiers",1.5,2007-04-11,2007-04-12
"240","CSA",918,"2007_1_20","Le Pen",15,2007-04-11,2007-04-12
"241","TNS Sofres",1000,"2007_1_21","Schivardi",0,2007-04-11,2007-04-12
"242","TNS Sofres",1000,"2007_1_21","Laguiller",2.5,2007-04-11,2007-04-12
"243","TNS Sofres",1000,"2007_1_21","Besancenot",4,2007-04-11,2007-04-12
"244","TNS Sofres",1000,"2007_1_21","Buffet",2.5,2007-04-11,2007-04-12
"245","TNS Sofres",1000,"2007_1_21","Bove",2,2007-04-11,2007-04-12
"246","TNS Sofres",1000,"2007_1_21","Royal",26,2007-04-11,2007-04-12
"247","TNS Sofres",1000,"2007_1_21","Voynet",1.5,2007-04-11,2007-04-12
"248","TNS Sofres",1000,"2007_1_21","Nihous",1.5,2007-04-11,2007-04-12
"249","TNS Sofres",1000,"2007_1_21","Bayrou",17,2007-04-11,2007-04-12
"250","TNS Sofres",1000,"2007_1_21","Sarkozy",30,2007-04-11,2007-04-12
"251","TNS Sofres",1000,"2007_1_21","Villiers",1,2007-04-11,2007-04-12
"252","TNS Sofres",1000,"2007_1_21","Le Pen",12,2007-04-11,2007-04-12
"253","Ipsos",1207,"2007_1_22","Schivardi",0.5,2007-04-10,2007-04-12
"254","Ipsos",1207,"2007_1_22","Laguiller",1.5,2007-04-10,2007-04-12
"255","Ipsos",1207,"2007_1_22","Besancenot",3.5,2007-04-10,2007-04-12
"256","Ipsos",1207,"2007_1_22","Buffet",2,2007-04-10,2007-04-12
"257","Ipsos",1207,"2007_1_22","Bove",1.5,2007-04-10,2007-04-12
"258","Ipsos",1207,"2007_1_22","Royal",24,2007-04-10,2007-04-12
"259","Ipsos",1207,"2007_1_22","Voynet",1.5,2007-04-10,2007-04-12
"260","Ipsos",1207,"2007_1_22","Nihous",2,2007-04-10,2007-04-12
"261","Ipsos",1207,"2007_1_22","Bayrou",18.5,2007-04-10,2007-04-12
"262","Ipsos",1207,"2007_1_22","Sarkozy",30,2007-04-10,2007-04-12
"263","Ipsos",1207,"2007_1_22","Villiers",1.5,2007-04-10,2007-04-12
"264","Ipsos",1207,"2007_1_22","Le Pen",13.5,2007-04-10,2007-04-12
"265","CSA",876,"2007_1_23","Schivardi",0.5,2007-04-10,2007-04-11
"266","CSA",876,"2007_1_23","Laguiller",2,2007-04-10,2007-04-11
"267","CSA",876,"2007_1_23","Besancenot",3.5,2007-04-10,2007-04-11
"268","CSA",876,"2007_1_23","Buffet",2,2007-04-10,2007-04-11
"269","CSA",876,"2007_1_23","Bove",2,2007-04-10,2007-04-11
"270","CSA",876,"2007_1_23","Royal",25,2007-04-10,2007-04-11
"271","CSA",876,"2007_1_23","Voynet",1.5,2007-04-10,2007-04-11
"272","CSA",876,"2007_1_23","Nihous",1.5,2007-04-10,2007-04-11
"273","CSA",876,"2007_1_23","Bayrou",19,2007-04-10,2007-04-11
"274","CSA",876,"2007_1_23","Sarkozy",27,2007-04-10,2007-04-11
"275","CSA",876,"2007_1_23","Villiers",1,2007-04-10,2007-04-11
"276","CSA",876,"2007_1_23","Le Pen",15,2007-04-10,2007-04-11
"277","Ipsos",1209,"2007_1_24","Schivardi",0.5,2007-04-09,2007-04-11
"278","Ipsos",1209,"2007_1_24","Laguiller",2,2007-04-09,2007-04-11
"279","Ipsos",1209,"2007_1_24","Besancenot",3.5,2007-04-09,2007-04-11
"280","Ipsos",1209,"2007_1_24","Buffet",1.5,2007-04-09,2007-04-11
"281","Ipsos",1209,"2007_1_24","Bove",2,2007-04-09,2007-04-11
"282","Ipsos",1209,"2007_1_24","Royal",24,2007-04-09,2007-04-11
"283","Ipsos",1209,"2007_1_24","Voynet",1.5,2007-04-09,2007-04-11
"284","Ipsos",1209,"2007_1_24","Nihous",1.5,2007-04-09,2007-04-11
"285","Ipsos",1209,"2007_1_24","Bayrou",19,2007-04-09,2007-04-11
"286","Ipsos",1209,"2007_1_24","Sarkozy",29.5,2007-04-09,2007-04-11
"287","Ipsos",1209,"2007_1_24","Villiers",1,2007-04-09,2007-04-11
"288","Ipsos",1209,"2007_1_24","Le Pen",14,2007-04-09,2007-04-11
"289","BVA",867,"2007_1_25","Schivardi",0.5,2007-04-10,2007-04-10
"290","BVA",867,"2007_1_25","Laguiller",2,2007-04-10,2007-04-10
"291","BVA",867,"2007_1_25","Besancenot",3.5,2007-04-10,2007-04-10
"292","BVA",867,"2007_1_25","Buffet",3,2007-04-10,2007-04-10
"293","BVA",867,"2007_1_25","Bove",2,2007-04-10,2007-04-10
"294","BVA",867,"2007_1_25","Royal",24,2007-04-10,2007-04-10
"295","BVA",867,"2007_1_25","Voynet",1,2007-04-10,2007-04-10
"296","BVA",867,"2007_1_25","Nihous",2,2007-04-10,2007-04-10
"297","BVA",867,"2007_1_25","Bayrou",18,2007-04-10,2007-04-10
"298","BVA",867,"2007_1_25","Sarkozy",28,2007-04-10,2007-04-10
"299","BVA",867,"2007_1_25","Villiers",2,2007-04-10,2007-04-10
"300","BVA",867,"2007_1_25","Le Pen",14,2007-04-10,2007-04-10
"301","Ipsos",1300,"2007_1_26","Schivardi",0.5,2007-04-07,2007-04-10
"302","Ipsos",1300,"2007_1_26","Laguiller",2,2007-04-07,2007-04-10
"303","Ipsos",1300,"2007_1_26","Besancenot",4,2007-04-07,2007-04-10
"304","Ipsos",1300,"2007_1_26","Buffet",1.5,2007-04-07,2007-04-10
"305","Ipsos",1300,"2007_1_26","Bove",2.5,2007-04-07,2007-04-10
"306","Ipsos",1300,"2007_1_26","Royal",23.5,2007-04-07,2007-04-10
"307","Ipsos",1300,"2007_1_26","Voynet",1,2007-04-07,2007-04-10
"308","Ipsos",1300,"2007_1_26","Nihous",1.5,2007-04-07,2007-04-10
"309","Ipsos",1300,"2007_1_26","Bayrou",19,2007-04-07,2007-04-10
"310","Ipsos",1300,"2007_1_26","Sarkozy",30,2007-04-07,2007-04-10
"311","Ipsos",1300,"2007_1_26","Villiers",1,2007-04-07,2007-04-10
"312","Ipsos",1300,"2007_1_26","Le Pen",13.5,2007-04-07,2007-04-10
"313","Ipsos",1355,"2007_1_27","Schivardi",0.5,2007-04-06,2007-04-09
"314","Ipsos",1355,"2007_1_27","Laguiller",2,2007-04-06,2007-04-09
"315","Ipsos",1355,"2007_1_27","Besancenot",4.5,2007-04-06,2007-04-09
"316","Ipsos",1355,"2007_1_27","Buffet",2,2007-04-06,2007-04-09
"317","Ipsos",1355,"2007_1_27","Bove",2,2007-04-06,2007-04-09
"318","Ipsos",1355,"2007_1_27","Royal",23,2007-04-06,2007-04-09
"319","Ipsos",1355,"2007_1_27","Voynet",1,2007-04-06,2007-04-09
"320","Ipsos",1355,"2007_1_27","Nihous",1,2007-04-06,2007-04-09
"321","Ipsos",1355,"2007_1_27","Bayrou",19.5,2007-04-06,2007-04-09
"322","Ipsos",1355,"2007_1_27","Sarkozy",30.5,2007-04-06,2007-04-09
"323","Ipsos",1355,"2007_1_27","Villiers",1,2007-04-06,2007-04-09
"324","Ipsos",1355,"2007_1_27","Le Pen",13,2007-04-06,2007-04-09
"325","LH2",1009,"2007_1_28","Schivardi",0.5,2007-04-06,2007-04-07
"326","LH2",1009,"2007_1_28","Laguiller",1.5,2007-04-06,2007-04-07
"327","LH2",1009,"2007_1_28","Besancenot",4,2007-04-06,2007-04-07
"328","LH2",1009,"2007_1_28","Buffet",2.5,2007-04-06,2007-04-07
"329","LH2",1009,"2007_1_28","Bove",2,2007-04-06,2007-04-07
"330","LH2",1009,"2007_1_28","Royal",24,2007-04-06,2007-04-07
"331","LH2",1009,"2007_1_28","Voynet",2,2007-04-06,2007-04-07
"332","LH2",1009,"2007_1_28","Nihous",1,2007-04-06,2007-04-07
"333","LH2",1009,"2007_1_28","Bayrou",18,2007-04-06,2007-04-07
